Latin Name,Common Name,Taxon_groug,Obs_Abunda,Grid_ref,Event_Loca,Sample_Loc,Sample_Dat,Sample_Yea,Sample_Rec,Obs_Determ,Determinat,Determiner,Determin_1,Obs_Record,Sample_Com,Survey_Nam,Obs_Commen,Specimen_N,Recommen_2,Obs_Key,All_Design,lat (generated automaticaly using geodesy-test3.html from grid ref),lat (generated automaticaly using geodesy-test3.html from grid ref)
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,04/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",04/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JZ,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female; 1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,03/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JY,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,20/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",20/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JH,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,19/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3KC,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,19/05/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3KE,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,18/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3KF,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,17/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",17/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JF,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,2 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,16/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",16/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JG,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,14/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3K6,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,11/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",11/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3K4,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,08/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",08/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3K2,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,06/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3K1,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,18/09/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/09/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JW,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,04/09/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",04/09/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JX,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,31/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",31/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3J2,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,28/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3K9,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,07/07/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/07/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JE,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Male,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JJ,,50.79921941,-1.717574583
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3KN,,50.79921941,-1.717574583
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,Unknown,0,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3JD,,54.88298247,-2.741912122
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080K0000000000000000,SR0004450000F3KG,,51.84276964,0.901948044
Bombus humilis,Brown-banded Carder-bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,06/09/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/09/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080L0000000000000000,SR0004450000F4BY,"BAP-2007, England_NERC_S.41, FEP-007_tab2, UKBAP-2007",54.88298247,-2.741912122
Bombus humilis,Brown-banded Carder-bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,17/08/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",17/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080L0000000000000000,SR0004450000F4BX,"BAP-2007, England_NERC_S.41, FEP-007_tab2, UKBAP-2007",54.88298247,-2.741912122
Bombus humilis,Brown-banded Carder-bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,08/06/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",08/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080L0000000000000000,SR0004450000F4BZ,"BAP-2007, England_NERC_S.41, FEP-007_tab2, UKBAP-2007",54.88298247,-2.741912122
Bombus humilis,Brown-banded Carder-bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,03/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080L0000000000000000,SR0004450000F4C1,"BAP-2007, England_NERC_S.41, FEP-007_tab2, UKBAP-2007",54.88298247,-2.741912122
Bombus humilis,Brown-banded Carder-bee,insect - hymenopteran,1 Count of Adult Female,NY5056,Fenton,Fenton,31/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",31/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080L0000000000000000,SR0004450000F4C0,"BAP-2007, England_NERC_S.41, FEP-007_tab2, UKBAP-2007",54.89621666,-2.781136622
Bombus humilis,Brown-banded Carder-bee,insect - hymenopteran,1 Count of Adult Male; 1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080L0000000000000000,SR0004450000F4CR,"BAP-2007, England_NERC_S.41, FEP-007_tab2, UKBAP-2007",50.79921941,-1.717574583
Bombus humilis,Brown-banded Carder-bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080L0000000000000000,SR0004450000F4BW,"BAP-2007, England_NERC_S.41, FEP-007_tab2, UKBAP-2007",51.84276964,0.901948044
Bombus (Pyrobombus) jonellus,Heath Bumble Bee,insect - hymenopteran,1 Count of worker,SJ66,Cheshire,Cheshire,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080N0000000000000000,SR0004450000F3Q6,,53.13564483,-2.599348277
Bombus (Pyrobombus) jonellus,Heath Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45,Carlisle,Carlisle,1899,1899,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",1899,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080N0000000000000000,SR0004450000F3Q5,,54.84120316,-2.935787126
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY5056,Fenton,Fenton,10/06/1919,1919,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",10/06/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LY,,54.89621666,-2.781136622
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,07/08/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LV,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,31/07/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",31/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LW,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,5 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,29/07/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",29/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LT,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY5255,Hayton Moss,Hayton Moss,28/07/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LZ,,54.88742764,-2.749788355
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,14/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LS,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,06/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LR,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,3 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,27/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LP,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,03/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LQ,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY4955,Heads Nook,Heads Nook,29/08/1917,1917,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",29/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LN,,54.88712996,-2.796549743
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,27/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LL,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,15/08/1917,1917,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LI,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY5054,Cairnbridge,Cairnbridge,14/08/1917,1917,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3M1,,54.87824569,-2.780788894
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY5255,Hayton Moss,Hayton Moss,12/08/1917,1917,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",12/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LF,,54.88742764,-2.749788355
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,03/09/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/09/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LK,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,2 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,14/08/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LH,,54.88298247,-2.741912122
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male; 1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3M2,,50.79921941,-1.717574583
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080O0000000000000000,SR0004450000F3L1,,51.84276964,0.901948044
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,03/09/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/09/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F097,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY543554,Castle Carrock,Castle Carrock,07/08/1918,1918,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F095,,54.89123792,-2.714000976
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,2 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,19/07/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F0AF,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,16/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",16/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F0AH,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,2 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,10/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",10/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F0AK,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,04/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",04/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F0AG,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,03/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F0AE,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,03/05/1918,1918,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F0AJ,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,09/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",09/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F09R,,54.88298247,-2.741912122
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55D,How Mill,How Mill,18/09/1917,1917,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/09/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F099,,54.90075903,-2.773427458
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY5554,Castle Carrock Fell,Castle Carrock Fell,09/09/1917,1917,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",09/09/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F092,,54.87872168,-2.702869653
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY5255,Hayton Moss,Hayton Moss,09/09/1917,1917,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",09/09/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F093,,54.88742764,-2.749788355
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,31/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",31/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080P0000000000000000,SR0004450000F0AI,,54.88298247,-2.741912122
